dictForm,secondary,hasCard
"遊び","あそび",0
"昼過ぎ","ひるすぎ",0
"過ぎる","すぎる",0
"乗り遅れる","のりおくれる",0
"飛び込む","とびこむ",0
"見上げる","みあげる",0
"乗り換える","のりかえる",0
"歩き疲れる","あるきつかれる",0
"走り回る","はしりまわる",0
"狩る","かる",0
"初心者","しょしんしゃ",0
"ボス","ぼす",0
"やすい","やすい",0
"変える","かえる",0
"こんにちは","こんにちは",0
"移動","いどう",0
"す","す",0
"帰り","かえり",0
"用","よう",0
"ほしい","ほしい",0
"夜中","よなか",0
"先週","せんしゅう",0
"出かける","でかける",0
"次","つぎ",0
"借金","しゃっきん",0
"ほう","ほう",0
"欲しい","ほしい",0
"湧く","わく",0
"論文","ろんぶん",0
"コロッケ","ころっけ",0
"取り上げる","とりあげる",0
"描く","えがく",0
"滅ぶ","ほろぶ",0
"築く","きずく",1
"友","とも",0
"飛ばす","とばす",0
"悔やむ","くやむ",1
"終える","おえる",0
"理解","りかい",0
"仕方","しかた",1
"難い","かたい",1
"近所","きんじょ",0
"用心","ようじん",0
"過ぎる","よぎる",1
"耳","みみ",0
"止まる","とまる",0
"森","もり",0
"訪ねる","たずねる",0
"汚れる","よごれる",1
"役に立つ","やくにたつ",0
"お茶","おちゃ",0
"屁","へ",1
"あんな","あんな",1
"ボロボロ","ぼろぼろ",0
"返事","へんじ",0
"聞こえる","きこえる",0
"無職","むしょく",0
"金","きん",0
"奴","やつ",0
"銃","じゅう",1
"撃つ","うつ",0
"田中","たなか",0
"花畑","はなはた",0
"すると","すると",0
"掛ける","かける",1
"いく","いく",0
"倒す","たおす",0
"敵","てき",0
"ので","ので",0
"来れる","これる",0
"馬","うま",0
"や","や",1
"良い","いい",0
"本屋","ほんや",0
"悲惨","ひさん",1
"戦争","せんそう",0
"歴史","れきし",0
"荷物","にもつ",0
"見える","みえる",0
"覚悟","かくご",1
"でし","でし",0
"鈴木","すずき",1
"捨てる","すてる",0
"数","かず",0
"入れる","いれる",0
"長い","ながい",0
"入れる","はいれる",0
"吉田","よしだ",1
"変わる","かわる",0
"という","という",0
"気分","きぶん",0
"海外","かいがい",0
"為","ため",1
"非常","ひじょう",0
"間","かん",0
"開く","あく",0
"テーブル","てーぶる",0
"下","した",0
"離婚","りこん",1
"ながら","ながら",0
"カメラ","かめら",0
"野郎","やろう",0
"やはり","やはり",0
"おいしい","おいしい",0
"追加","ついか",0
"個","こ",0
"嫌がる","いやがる",0
"うがい","うがい",1
"生前","せいぜん",1
"帽子","ぼうし",0
"父様","とうさま",1
"鳩","はと",0
"箱","はこ",0
"入浴","にゅうよく",1
"お待ち","おまち",0
"無い","ない",1
"おいで","おいで",1
"東京","とうきょう",0
"麻薬","まやく",1
"見つかる","みつかる",1
"撮る","とる",0
"写真","しゃしん",0
"漢字","かんじ",0
"読める","よめる",0
"年齢","ねんれい",0
"時に","ときに",1
"ならば","ならば",1
"王","おう",0
"腹","はら",0
"叫ぶ","さけぶ",0
"同僚","どうりょう",0
"風邪","かぜ",0
"休み","やすみ",0
"それで","それで",0
"かける","かける",0
"侍","さむらい",0
"道","どう",0
"実家","じっか",0
"話し声","はなしごえ",0
"すぎる","すぎる",0
"いう","いう",1
"カレー","かれー",0
"何で","なんで",0
"不便","ふべん",0
"いらっしゃる","いらっしゃる",1
"青信号","あおしんごう",1
"右","みぎ",0
"左","ひだり",0
"確認","かくにん",0
"渡る","わたる",1
"無料","むりょう",0
"失敗","しっぱい",0
"させる","させる",1
"無理やり","むりやり",1
"凄い","すごい",0
"吸う","すう",0
"回","かい",0
"タバコ","たばこ",0
"時","じ",0
"障害者","しょうがいしゃ",0
"歩ける","あるける",0
"材料","ざいりょう",1
"必要","ひつよう",0
"だから","だから",0
"人","にん",0
"観る","みる",0
"生卵","なまたまご",1
"まずい","まずい",1
"底","そこ",1
"居る","おる",0
"老人","ろうじん",1
"でしょ","でしょ",0
"化け物","ばけもの",0
"屋敷","やしき",0
"学費","がくひ",0
"隆","たかし",1
"役立つ","やくだつ",0
"父さん","とうさん",0
"達","たち",1
"試験","しけん",0
"信号","しんごう",1
"配る","くばる",1
"怪我","けが",1
"働かせる","はたらかせる",1
"今朝","けさ",0
"振り返る","ふりかえる",0
"正面","しょうめん",0
"ビル","びる",0
"現れる","あらわれる",0
"光る","ひかる",0
"まず","まず",0
"楽しみ","たのしみ",0
"銀行","ぎんこう",0
"消しゴム","けしごむ",1
"方向","ほうこう",0
"まっすぐ","まっすぐ",1
"下がる","さがる",0
"茂","しげる",1
"場","ば",0
"余る","あまる",0
"ずつ","ずつ",0
"中休み","なかやすみ",1
"者","もの",0
"億","おく",1
"百","ひゃく",0
"千","せん",1
"直ぐ","すぐ",0
"じっと","じっと",0
"動く","うごく",0
"是非","ぜひ",1
"付ける","つける",1
"居る","いる",0
"巻き込む","まきこむ",1
"かかれる","かかれる",1
"おる","おる",1
"協力","きょうりょく",0
"開ける","あける",0
"ラッキー","らっきー",0
"歌手","かしゅ",0
"送る","おくる",0
"見せる","みせる",0
"ファン","ふぁん",0
"説明","せつめい",0
"社員","しゃいん",0
"将来","しょうらい",0
"おく","おく",0
"私達","わたしたち",0
"ごちそうさま","ごちそうさま",1
"競馬","けいば",0
"万","まん",0
"もしか","もしか",1
"ピアニスト","ぴあにすと",0
"モデル","もでる",0
"話しかける","はなしかける",1
"右側","みぎがわ",1
"見える","まみえる",0
"召し上がる","めしあがる",1
"暖かい","あたたかい",0
"エレベーター","えれべーたー",1
"以内","いない",0
"乗れる","のれる",0
"姉さん","ねえさん",1
"お母さん","おかあさん",0
"頃","ころ",0
"とき","とき",0
"今回","こんかい",0
"おごる","おごる",1
"よし","よし",0
"違い","ちがい",0
"作れる","つくれる",0
"狙う","ねらう",1
"中","ちゅう",0
"月","つき",0
"実験","じっけん",0
"週末","しゅうまつ",0
"こら","こら",1
"食べ物","たべもの",0
"詐欺","さぎ",1
"赤信号","あかしんごう",1
"いける","いける",0
"棚","たな",1
"何度","なんど",0
"ターン","たーん",1
"反対","はんたい",0
"ゴミ","ごみ",0
"拾う","ひろう",1
"特別","とくべつ",1
"焼く","やく",0
"計算","けいさん",0
"分数","ぶんすう",0
"小数","しょうすう",0
"兆","ちょう",1
"兄さん","にいさん",1
"医療","いりょう",1
"出来上がる","できあがる",1
"集中","しゅうちゅう",1
"治す","なおす",0
"行う","おこなう",0
"博士","はかせ",1
"ご覧","ごらん",1
"孫","まご",0
"横断歩道","おうだんほどう",0
"左側","ひだりがわ",1
"残り","のこり",1
"うーん","うーん",0
"枚","まい",0
"進む","すすむ",0
"追いつく","おいつく",1
"湯","ゆ",0
"別","べつ",0
"別に","べつに",0
"金持ち","かねもち",0
"訳","わけ",1
"階","かい",0
"年間","ねんかん",0
"教育","きょういく",0
"冊","さつ",0
"溜まる","たまる",0
"下","か",0
"問い","とい",1
"答える","こたえる",0
"黙る","だまる",0
"あちら","あちら",1
"毎週","まいしゅう",0
"旦那","だんな",1
"どちら","どちら",0
"手足","てあし",1
"降る","くだる",0
"命","いのち",0
"助ける","すける",0
"共通語","きょうつうご",1
"銭湯","せんとう",0
"杯","はい",0
"信じる","しんじる",0
"書ける","かける",0
"後ろ","うしろ",0
"よい","よい",1
"飽きる","あきる",1
"参加","さんか",0
"考え","かんがえ",1
"ござる","ござる",1
"放る","ほうる",1
"放つ","はなつ",1
"自慢","じまん",1
"育てる","そだてる",1
"石","いし",1
"捕まえる","つかまえる",1
"土中","どちゅう",1
"周り","まわり",0
"もん","もん",0
"女性","じょせい",0
"相談","そうだん",0
"苦い","にがい",0
"唇","くちびる",0
"奪う","うばう",0
"今時","いまどき",1
"途中","とちゅう",0
"方","かた",0
"入り口","いりくち",1
"出口","でぐち",0
"黒い","くろい",0
"父親","ちちおや",0
"ぶつかる","ぶつかる",0
"ページ","ぺーじ",0
"謝る","あやまる",0
"仲直り","なかなおり",1
"兄ちゃん","にいちゃん",0
"遠く","とおく",1
"油","あぶら",0
"魂","たましい",0
"ボケ","ぼけ",0
"る","る",1
"警察官","けいさつかん",0
"連れる","つれる",1
"ネット","ねっと",1
"温める","あたためる",1
"出血","しゅっけつ",1
"以外","いがい",0
"交差点","こうさてん",1
"円周率","えんしゅうりつ",0
"部長","ぶちょう",0
"久しぶり","ひさしぶり",0
"窓","まど",0
"起こす","おこす",0
"描く","かく",0
"頂戴","ちょうだい",1
"最初","さいしょ",0
"ドライブ","どらいぶ",1
"皿","さら",0
"彼氏","かれし",0
"半分","はんぶん",0
"いとこ","いとこ",1
"注文","ちゅうもん",0
"地面","じめん",1
"滑る","すべる",0
"嫌い","きらい",0
"転ぶ","ころぶ",0
"遠慮","えんりょ",1
"橋","はし",0
"縦","たて",0
"家庭","かてい",1
"自宅","じたく",0
"酷い","ひどい",0
"退院","たいいん",0
"喫煙","きつえん",1
"壺","つぼ",1
"罪","つみ",0
"捕まる","つかまる",0
"気持ちいい","きもちいい",0
"研究","けんきゅう",0
"けれども","けれども",1
"否定","ひてい",1
"ようやく","ようやく",0
"面接","めんせつ",0
"受かる","うかる",0
"ころ","ころ",0
"役","やく",0
"クリーム","くりーむ",1
"そちら","そちら",1
"お母様","おかあさま",1
"水槽","すいそう",0
"匹","ひき",0
"手袋","てぶくろ",1
"天使","てんし",1
"静香","しずか",1
"上手い","うまい",0
"除く","のぞく",1
"豚","ぶた",1
"殿","しんがり",1
"体重","たいじゅう",0
"直進","ちょくしん",1
"履く","はく",0
"にくい","にくい",0
"十字路","じゅうじろ",1
"状況","じょうきょう",0
"去年","きょねん",0
"癖","くせ",1
"面白み","おもしろみ",1
"夫","おっと",1
"なるほど","なるほど",0
"妖精","ようせい",1
"信用","しんよう",0
"スリ","すり",0
"検査","けんさ",0
"無視","むし",1
"被害","ひがい",0
"格好","かっこう",0
"お父さん","おとうさん",0
"超","ちょう",0
"拒否","きょひ",1
"こんなに","こんなに",0
"罰","ばち",1
"これから","これから",1
"ゴンゴン","",1
"信頼","しんらい",0
"高田","たかだ",1
"横目","よこめ",1
"ガス","がす",1
"お湯","おゆ",0
"携帯電話","けいたいでんわ",0
"注意","ちゅうい",0
"それでは","それでは",0
"仰る","おっしゃる",1
"逆","ぎゃく",1
"どういう","どういう",0
"影響","えいきょう",1
"字幕","じまく",0
"式","しき",1
"スープ","すーぷ",0
"狭い","せまい",0
"会計","かいけい",1
"番組","ばんぐみ",0
"抜く","ぬく",1
"下着","したぎ",1
"母親","ははおや",0
"夕食","ゆうしょく",0
"刀","かたな",1
"調子","ちょうし",0
"列","れつ",0
"蜘蛛","くも",0
"奥さん","おくさん",1
"こちら","こちら",0
"記憶","きおく",0
"算数","さんすう",0
"原因","げんいん",0
"伝言","でんごん",1
"全て","すべて",0
"買える","かえる",0
"大嫌い","だいきらい",0
"行ける","ゆける",0
"かっこ","かっこ",0
"足す","たす",0
"引く","ひく",0
"限界","げんかい",1
"東","ひがし",1
"工事","こうじ",0
"塩","しお",0
"試す","ためす",0
"申す","もうす",1
"中毒","ちゅうどく",1
"気絶","きぜつ",1
"自殺","じさつ",0
"禁じる","きんじる",1
"狩り","かり",0
"弟子","でし",1
"いたす","いたす",0
"激しい","はげしい",1
"木","き",0
"普通","ふつう",0
"取れる","とれる",1
"切れる","きれる",0
"ゆっくり","ゆっくり",0
"近づく","ちかづく",0
"回る","まわる",0
"故郷","こきょう",1
"ける","ける",1
"点く","つく",0
"徘徊","はいかい",1
"だい","だい",1
"可能","かのう",0
"休暇","きゅうか",0
"紅茶","こうちゃ",0
"キッチン","きっちん",1
"抜ける","ぬける",0
"左上","ひだりうえ",0
"嘘","うそ",0
"伺う","うかがう",1
"恨み","うらみ",1
"騒がしい","さわがしい",1
"廊下","ろうか",0
"掛け算","かけざん",0
"いただく","いただく",0
"内容","ないよう",0
"迷惑","めいわく",0
"気づく","きづく",0
"継ぐ","つぐ",0
"選択","せんたく",0
"赤ちゃん","あかちゃん",0
"伸ばす","のばす",1
"目撃","もくげき",0
"人質","ひとじち",1
"初め","はじめ",1
"まして","まして",1
"質","しつ",0
"見つめる","みつめる",0
"復讐","ふくしゅう",1
"左下","ひだりした",0
"祖母","そぼ",0
"番","ばん",0
"ゲイ","げい",1
"男女","だんじょ",1
"醤油","しょうゆ",1
"夏","なつ",0
"地域","ちいき",0
"焦る","あせる",0
"断る","ことわる",1
"とか","とか",0
"大金","たいきん",0
"しっかり","しっかり",0
"湖","みずうみ",0
"卵焼き","たまごやき",1
"クリスマスプレゼント","くりすますぷれぜんと",0
"植える","うえる",0
"噂","うわさ",0
"少年","しょうねん",0
"オムレツ","おむれつ",0
"参る","まいる",1
"不思議","ふしぎ",0
"台","だい",0
"油断","ゆだん",1
"突き当り","つきあたり",1
"おじさん","おじさん",0
"姿","すがた",0
"桃","もも",0
"全く","まったく",0
"咳","せき",0
"全員","ぜんいん",0
"三千","さんぜん",1
"邪魔","じゃま",1
"人口","じんこう",1
"万","ばん",1
"早速","さっそく",0
"来年","らいねん",0
"検討","けんとう",1
"地図","ちず",0
"調べる","しらべる",0
"両親","りょうしん",0
"通り","とおり",1
"避ける","さける",0
"幸運","こううん",0
"職場","しょくば",0
"ヒーロー","ひーろー",1
"炎","ほのお",0
"床","ゆか",0
"泊る","とまる",1
"あぁ","あぁ",1
"ペンギン","ぺんぎん",0
"直接","ちょくせつ",1
"どっち","どっち",0
"優勝","ゆうしょう",0
"勿体ない","もったいない",0
"分間","ふんかん",0
"目的","もくてき",0
"何故","なぜ",1
"機械","きかい",0
"重要","じゅうよう",0
"蛇","へび",1
"勇敢","ゆうかん",1
"込む","こむ",0
"過去","かこ",1
"やせる","やせる",1
"頃","ごろ",0
"家","か",0
"恋","こい",0
"シャツ","しゃつ",0
"出口","いでぐち",1
"私立","しりつ",1
"素晴らしい","すばらしい",0
"確率","かくりつ",0
"太郎","たろう",1
"発明","はつめい",1
"バーベキュー","ばーべきゅー",1
"わかる","わかる",1
"横","よこ",0
"ビックリ","びっくり",0
"挙げる","あげる",0
"開館","かいかん",1
"普段","ふだん",0
"逮捕","たいほ",1
"砂糖","さとう",0
"偉い","えらい",0
"殺人","さつじん",1
"乾杯","かんぱい",1
"まずは","まずは",0
"迎える","むかえる",0
"誘う","さそう",1
"後悔","こうかい",1
"わざわざ","わざわざ",0
"いじめる","いじめる",0
"ハッピー","はっぴー",1
"大麻","たいま",1
"犯罪","はんざい",0
"御","ご",1
"出","しゅつ",1
"足し算","たしざん",0
"危機","きき",1
"ほぼ","ほぼ",0
"正式","せいしき",1
"こんにちわ","こんにちわ",1
"崖","がけ",0
"貯金","ちょきん",0
"弾ける","はじける",1
"追いかける","おいかける",1
"交番","こうばん",1
"加減","かげん",1
"計画","けいかく",0
"質問","しつもん",0
"いや","いや",0
"壊れる","こわれる",0
"親友","しんゆう",1
"サメ","さめ",1
"歩道橋","ほどうきょう",1
"予感","よかん",0
"溶ける","とける",0
"こんばんわ","こんばんわ",1
"閉じる","とじる",0
"罠","わな",0
"氷","こおり",0
"砂漠","さばく",1
"消毒","しょうどく",1
"門","もん",0
"平気","へいき",1
"説教","せっきょう",0
"方法","ほうほう",0
"願う","ねがう",1
"プリン","ぷりん",1
"立場","たちば",0
"一般","いっぱん",1
"あり","あり",0
"支度","したく",1
"らっしゃる","らっしゃる",1
"スーツ","すーつ",0
"回復","かいふく",0
"気味","きみ",1
"大","だい",1
"再来週","さらいしゅう",1
"引き算","ひきざん",0
"以下","いか",0
"西洋","せいよう",1
"人形","にんぎょう",1
"冒険","ぼうけん",0
"消す","けす",0
"昼飯","ひるめし",1
"賞金","しょうきん",1
"叶う","かなう",1
"くい","くい",0
"でかい","でかい",1
"得る","える",1
"流す","ながす",0
"一つ","ひとつ",0
"電気","でんき",0
"勝てる","かてる",0
"苦労","くろう",1
"緑","みどり",1
"あんなに","あんなに",0
"出前","でまえ",1
"拝見","はいけん",0
"反抗","はんこう",0
"割る","われる",0
"お疲れ様","おつかれさま",1
"肌","はだ",0
"隊長","たいちょう",1
"薬品","やくひん",1
"触る","さわる",0
"歌声","うたごえ",0
"スポーツ","すぽーつ",0
"手術室","しゅじゅつしつ",1
"治る","なおる",0
"存在","そんざい",0
"ドラマ","どらま",1
"冷める","さめる",1
"肝試し","きもだめし",0
"社","しゃ",1
"我が","わが",0
"過ごす","すごす",0
"電話番号","でんわばんごう",0
"晩","ばん",0
"球技","きゅうぎ",1
"怪しい","あやしい",0
"カレーライス","かれーらいす",1
"旅","たび",0
"下す","くだす",0
"進める","すすめる",0
"遺体","いたい",1
"奥","おく",0
"申し上げる","もうしあげる",1
"痛み","いたみ",0
"無駄","むだ",0
"寿司","すし",0
"汚す","けがす",0
"人数","にんずう",0
"夏休み","なつやすみ",0
"死体","したい",1
"戦う","たたかう",0
"ん","ん",1
"表情","ひょうじょう",0
"飛び立つ","とびたつ",0
"桜","さくら",1
"割り算","わりざん",0
"友恵","ともえ",1
"契約","けいやく",1
"上","じょう",0
"繋がる","つながる",0
"崩れる","くずれる",0
"ガタイ","",0
"賭ける","かける",0
"存じる","ぞんじる",1
"覚める","さめる",1
"尻尾","しっぽ",0
"サボる","さぼる",1
"状態","じょうたい",0
"黒","くろ",0
"興味","きょうみ",1
"甘い","うまい",0
"チップ","ちっぷ",1
"覚ます","さます",1
"競争","きょうそう",1
"白い","しろい",0
"眠る","ねむる",0
"世話","せわ",0
"目覚める","めざめる",1
"書","しょ",0
"中国語","ちゅうごくご",0
"関係","かんけい",1
"乗り換え","のりかえ",0
"可愛さ","かわいさ",1
"存じ上げる","ぞんじあげる",1
"利用","りよう",1
"事態","じたい",1
"洗い出す","あらいだす",1
"治療","ちりょう",0
"辺","あたり",0
"動物園","とんむるうぉん",0
"電気屋","でんきや",0
"女房","にょうぼう",1
"シェフ","しぇふ",1
"万","よろず",1
"ちょうど","ちょうど",1
"どうも","どうも",1
"カップル","かっぷる",0
"すみません","すみません",0
"能力","のうりょく",0
"どんな","どんな",0
"まさに","まさに",1
"グラウンド","ぐらうんど",0
"ほんと","ほんと",0
"ルール","るーる",0
"ジャンプ","じゃんぷ",0
"公式","こうしき",1
"おれ","おれ",0
"ば","ば",0
"じゃん","じゃん",0
"女子","じょし",0
"側","がわ",1
"完全","かんぜん",0
"戦い","たたかい",0
"コート","こーと",0
"後輩","こうはい",1
"ネイティブスピーカー","ねいてぃぶすぴーかー",0
"機会","きかい",0
"レッスン","れっすん",0
"いろんな","いろんな",0
"色んな","いろんな",1
"いっしょ","いっしょ",0
"例えば","たとえば",0
"みなさん","みなさん",0
"そういう","そういう",0
"たぶん","たぶん",0
"動画","どうが",0
"ずっと","ずっと",0
"解く","とく",1
"もちろん","もちろん",0
"勿論","もちろん",1
"完成","かんせい",1
"ぶつける","ぶつける",0
"母さん","かあさん",0
"カフェ","かふぇ",0
"号","ごう",1
"尻","しり",1
"仲","なか",1
"対","たい",1
"泥","どろ",0
"嫁","よめ",1
"弾","たま",1
"西","にし",0
"的","てき",0
"名","な",0
"可","か",0
"族","ぞく",0
"死","し",1
"系","けい",1
"技","わざ",1
"機","き",1
"虎","とら",1
"此","この",1
"親","おや",0
"固い","かたい",0
"里","さと",1
"棒","ぼう",0
"煙","けむり",1
"白","しろ",0
"谷","たに",1
"羽","はね",1
"矢","や",0
"鹿","しか",1
"弓","ゆみ",0
"発","はつ",0
"室","しつ",0
"歯","は",1
"作","さく",1
"青","あお",0
"食","しょく",1
"地","ち",1
"砂","すな",0
"牙","きば",1
"己","おのれ",1
"種","たね",0
"角","かく",1
"化","か",1
"舌","した",1
"丸","まる",1
"初","はつ",1
"其","",0
"影","かげ",0
"実","み",0
"元","もと",0
"身","み",0
"全","ちょん",1
"毎","まい",1
"内","うち",1
"毒","どく",1
"割","わり",0
"突","",1
"術","じゅつ",1
"骨","ほね",0
"小","しょう",1
"空","そら",0
"北","きた",0
"天","てん",1
"羊","ひつじ",1
"失う","うしなう",0
"アイテム","あいてむ",0
"姫","ひめ",0
"ゼルダ","",0
"探す","さがす",0
"リンク","りんく",0
"支える","ささえる",1
"ボコブリン","",0
"拠点","きょてん",1
"祠","ほこら",0
"びっくり","びっくり",0
"ハイラル","",0
"前回","ぜんかい",0
"多少","たしょう",1
"テント","てんと",0
"解明","かいめい",1
"タイミング","たいみんぐ",0
"次元","じげん",1
"イベント","いべんと",0
"キャンプ","",0
"プルア","",0
"やつ","やつ",0
"城","しろ",0
"手がかり","てがかり",1
"武器","ぶき",0
"雷","かみなり",1
"現実","げんじつ",0
"コログ","",0
"結論","けつろん",1
"プラパッド","",0
"マップ","まっぷ",0
"ワープ","わーぷ",0
"パラセール","",0
"スキャン","すきゃん",0
"拘束","こうそく",1
"人物","じんぶつ",0
"古代","こだい",0
"神聖","しんせい",1
"中央","ちゅうおう",1
"とりあえず","とりあえず",0
"取りあえず","とりあえず",1
"預かる","あずかる",1
"地下","ちか",0
"箱","ばこ",0
"扉","とびら",0
"話","ばなし",0
"貴重","きちょう",0
"登れる","のぼれる",0
"板","いた",0
"皆さん","みなさん",0
"朝日","あさひ",1
"ゴーレム","ごーれむ",0
"画面","がめん",0
"燃える","もえる",1
"待てる","まてる",0
"モンスター","もんすたー",0
"設定","せってい",0
"言語","げんご",1
"コメント","こめんと",0
"短い","みじかい",0
"楽しめる","たのしめる",1
"ぜひ","ぜひ",0
"ショー","しょー",0
"年代","ねんだい",0
"こんばんは","こんばんは",1
"クエスト","くえすと",0
"沈黙","ちんもく",0
"宝石","ほうせき",1
"語彙","ごい",1
"コントロール","こんとろーる",0
"大阪","おおさか",0
"映像","えいぞう",1
"詳しい","くわしい",1
"新幹線","しんかんせん",0
"スクショ","",1
"よる","よる",0
"依る","よる",1
"パフォーマンス","ぱふぉーまんす",0
"最寄り","もより",1
"飲食店","いんしょくてん",1
"紹介","しょうかい",0
"準備","じゅんび",0
"クッキー","くっきー",0
"ミルク","みるく",0
"朝ごはん","あさごはん",0
"出汁","だし",1
"デザイン","でざいん",0
"レベル","れべる",0
"磨く","みがく",0
"トパーズ","とぱーず",0
"アメジスト","あめじすと",0
"メニュー","めにゅー",0
"手間","てま",1
"柔らかい","やわらかい",0
"暴れる","あばれる",1
"さくら","さくら",0
"悔しい","くやしい",1
"ビデオカメラ","びでおかめら",0
"ビデオ","びでお",0
"少女","しょうじょ",1
"最悪","さいあく",1
"英雄","えいゆう",1
"お陰","おかげ",0
"機体","きたい",1
"解放","かいほう",1
"波","なみ",0
"応える","こたえる",1
"証明","しょうめい",1
"握り","にぎり",1
"塔","とう",0
"爆発","ばくはつ",0
"展開","てんかい",1
"当時","とうじ",0
"松明","たいまつ",0
"安心","あんしん",0
"調査","ちょうさ",1
"一致","いっち",1
"魔王","まおう",0
"近寄る","ちかよる",1
"封印","ふういん",1
"大昔","おおむかし",1
"体力","たいりょく",0
"雰囲気","ふんいき",0
"神社","じんじゃ",0
"見覚え","みおぼえ",1
"フォーム","ふぉーむ",0
"わく","わく",0
"時代","じだい",0
"高所","こうしょ",1
"枝","えだ",0
"襲う","おそう",0
"神殿","しんでん",0
"文明","ぶんめい",1
"示す","しめす",0
"飛び降りる","とびおりる",1
"冷える","ひえる",1
"素人","しろうと",1
"ピン","ぴん",0
"目指す","めざす",1
"正気","しょうき",0
"なぜ","なぜ",0
"最中","さいちゅう",0
"距離","きょり",1
"体験","たいけん",0
"吹く","ふく",0
"祈る","いのる",1
"階段","かいだん",0
"エネルギー","えねるぎー",0
"向かう","むかう",0
"洞窟","どうくつ",0
"弱点","じゃくてん",1
"文字","もじ",0
"アルバム","あるばむ",0
"同行","どうこう",1
"機能","きのう",0
"インストール","いんすとーる",0
"素材","そざい",0
"ディズニーランド","でぃずにーらんど",0
"限定","げんてい",1
"槍","やり",0
"以上","いじょう",0
"勇者","ゆうしゃ",1
"皆殺し","みなごろし",1
"パターン","ぱたーん",0
"魔物","まもの",1
"せい","せい",0
"めちゃくちゃ","めちゃくちゃ",0
"滅茶苦茶","めちゃくちゃ",1
"評価","ひょうか",1
"戦闘","せんとう",1
"メイン","めいん",0
"希望的観測","きぼうてきかんそく",1
"含む","ふくむ",0
"ダメージ","だめーじ",0
"ガード","がーど",0
"救う","すくう",0
"神獣","しんじゅう",1
"結局","けっきょく",0
"オフ","",0
"ぜ","ぜ",0
"低い","ひくい",0
"一旦","いったん",1
"調理","ちょうり",1
"サイズ","さいず",0
"褒美","ほうび",1
"瞬間","しゅんかん",0
"ルピー","るぴー",0
"一軒家","いっけんや",1
"様子","ようす",0
"スタンド","すたんど",0
"温度","おんど",1
"効果","こうか",1
"いろいろ","いろいろ",0
"お花畑","おはなばたけ",0
"チャレンジ","ちゃれんじ",0
"ただ","ただ",0
"部下","ぶか",0
"実は","じつは",0
"盾","たて",0
"商人","しょうにん",1
"お客さん","おきゃくさん",0
"お話","おはなし",1
"馬宿","うまやど",1
"珍しい","めずらしい",0
"本物","ほんもの",1
"リアリー","",0
"助手","じょしゅ",1
"不良","ふりょう",1
"今後","こんご",1
"視線","しせん",1
"間違える","まちがえる",1
"剣","けん",0
"心臓","しんぞう",1
"闇","やみ",1
"サンキュー","さんきゅー",0
"鼻","はな",1
"っけ","っけ",1
"特に","とくに",1
"愛す","あいす",0
"えー","えー",0
"細い","ほそい",1
"地獄","じごく",1
"さすが","さすが",0
"単純","たんじゅん",1
"心当たり","こころあたり",1
"っぽい","っぽい",0
"買い","かい",0
"火山","かざん",1
"次に","つぎに",0
"装備","そうび",1
"真ん中","まんなか",0
"実際","じっさい",1
"頑張り","がんばり",0
"反応","はんのう",1
"破壊","はかい",1
"ガーディアン","がーでぃあん",0
"更に","さらに",1
"ボーダーライン","ぼーだーらいん",0
"耐える","たえる",1
"成功","せいこう",0
"暑さ","あつさ",0
"正解","せいかい",1
"構う","かまう",1
"動き","うごき",0
"岩","いわ",0
"堂々","どうどう",1
"以来","いらい",1
"爆弾","ばくだん",0
"強化","きょうか",1
"子連れ","こづれ",1
"優先","ゆうせん",1
"便利","べんり",0
"香り","かおり",0
"地方","ちほう",1
"帰れる","かえれる",0
"正しい","ただしい",0
"こいつ","こいつ",0
"ナイフ","ないふ",0
"響く","ひびく",0
"使える","つかえる",0
"太い","ふとい",0
"本来","ほんらい",1
"バリア","ばりあ",0
"事情","じじょう",0
"下げる","さげる",0
"おかえり","おかえり",0
"クリア","くりあ",0
"合図","あいず",0
"かわいそう","かわいそう",1
"ギリギリ","ぎりぎり",1
"交渉","こうしょう",0
"行動","こうどう",0
"活躍","かつやく",1
"楽勝","らくしょう",1
"作戦","さくせん",1
"なに","なに",0
"効く","きく",1
"めっちゃ","めっちゃ",0
"滅茶","めちゃ",1
"反射","はんしゃ",1
"明かり","あかり",0
"把握","はあく",0
"角度","かくど",1
"左右","さゆう",1
"カメレオン","かめれおん",0
"背中","せなか",0
"位置","いち",0
"突っ込む","つっこむ",1
"食材","しょくざい",1
"あー","あー",0
"乱暴","らんぼう",1
"回収","かいしゅう",1
"自慰","じい",1
"放課後","ほうかご",0
"用事","ようじ",1
"敬語","けいご",1
"呟く","つぶやく",1
"やり取り","やりとり",1
"ベンチ","べんち",0
"指さす","ゆびさす",1
"頰","",1
"杖","つえ",0
"当て","あて",1
"地上","ちじょう",0
"隙","ひま",1
"攻撃","こうげき",0
"パート","ぱーと",0
"自動","じどう",0
"予想","よそう",1
"進出","しんしゅつ",1
"防ぐ","ふせぐ",1
"霧","きり",0
"迷い","まよい",0
"ヒント","ひんと",0
"燃やす","もやす",1
"再開","さいかい",1
"商売","しょうばい",1
"蹴る","ける",1
"空く","すく",0
"傾げる","かしげる",1
"タイトル","たいとる",0
"ファイナルアンサー","",0
"がっかり","がっかり",0
"忍び","しのび",1
"しかも","しかも",0
"鍋","なべ",1
"感覚","かんかく",1
"キノコ","きのこ",0
"保存","ほぞん",1
"コレクション","これくしょん",0
