"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"引く","引[ひ]く","ひく","181","722","0","to be put off (by someone's words or behaviour),to be turned off,to recoil (in disgust, etc.),to cringe,to catch (a cold),to play (a stringed or keyboard instrument),to look up (in a dictionary, phone book, etc.),to consult,to check,to haul,to pull (vehicles),to subtract,to deduct,to recede,to ebb,to fade,to be descend from,to inherit (a characteristic),to quote,to cite,to raise (as evidence),to lay on (electricity, gas, etc.),to install (e.g. a telephone),to supply (e.g. water),to hold (e.g. a note),to apply (e.g. lipstick),to oil (e.g. a pan),to wax (e.g. a floor),to move back,to draw back,to recede,to fall back,to retreat,to lessen,to subside,to ebb,to go down (e.g. of swelling),to resign,to retire,to quit,to pull,to tug,to lead (e.g. a horse),to draw (attention, sympathy, etc.),to attract (e.g. interest),to draw back (e.g. one's hand),to draw in (one's chin, stomach, etc.),to pull in,to draw (a card, mahjong tile, etc.),to draw (a line, plan, etc.)"
"探偵団","探[たん]偵[てい]団[だん]","たんていだん","181","50927","","study group,club,detective team"
"調査","調[ちょう]査[さ]","ちょうさ","181","1851","1","investigation,examination,inquiry,enquiry,survey"
"それにしても","それにしても","それにしても","181","1141","5","nevertheless,at any rate,even so,all things considered,be that as it may"
"目の前","目[め]の前[まえ]","めのまえ","181","892","3","immediate,imminent,around the corner,before one's eyes,in front of one,under one's nose"
"目撃者","目[もく]撃[げき]者[しゃ]","もくげきしゃ","181","6477","4,3","eye-witness,witness"
"丁目","丁[ちょう]目[め]","ちょうめ","180","7624","3","district of a town,city block (of irregular size)"
"なので","なので","なので","180","775","","because,as,since"
"さて","さて","さて","180","721","1","well,now,then"
"鏡","鏡[かがみ]","かがみ","180","2711","3","mirror,looking-glass,barrel head,page added at the beginning of a document mentioning its purpose, date, author, etc.,mirror-shaped mochi"
"パトカー","パトカー","パトカー","179","10665","3,2","patrol car,police car,squad car,cruiser"
"おーい","おーい","おーい","179","2216","1,2","hey!,oi!,ahoy!"
"遭う","遭[あ]う","あう","179","1472","1","to meet,to encounter,to see,to have an accident,to have a bad experience"
"吸う","吸[す]う","すう","179","1597","0","to smoke,to breathe in,to inhale,to suck,to sip,to slurp,to absorb,to soak up,to kiss"
"原因","原[げん]因[いん]","げんいん","178","1039","0","cause,origin,source"
"庭","庭[にわ]","にわ","178","2829","0","garden,yard,courtyard,field (of action),area"
"番号","番[ばん]号[ごう]","ばんごう","178","2803","3","number,series of digits"
"蓋","蓋[ふた]","ふた","178","5245","0","cover,lid,cap"
"着ける","着[つ]ける","つける","178","3147","2","to attach,to join,to connect,to add,to append,to affix,to stick,to glue,to fasten,to sew on,to apply (ointment),to put against,to furnish (a house with),to wear,to put on,to keep a diary,to make an entry,to appraise,to set (a price),to allot,to budget,to assign,to bring alongside,to place (under guard or doctor),to follow (someone),to shadow,to tail,to stalk,to load,to give (courage to),to keep (an eye on),to establish (relations or understanding),to turn on (a light),to produce flowers (of a plant),to produce fruit,to do intensely,to do fiercely,to do strongly,to be used to (doing),to be accustomed to"
"父さん","父[とう]さん","とうさん","178","1785","1","father,dad,papa,pa,pop,daddy,dada"
"夫","夫[おっと]","おっと","178","1950","1","husband"
"集まる","集[あつ]まる","あつまる","178","790","3","to gather,to collect,to assemble"
"力","力[ちから]","ちから","178","260","3","force,strength,might,vigour,vigor,energy,capability,ability,proficiency,capacity,faculty,efficacy,effect,effort,endeavours,endeavors,exertions,power,authority,influence,good offices,agency,support,help,aid,assistance,stress,emphasis,means,resources"
"強盗犯","強[ごう]盗[とう]犯[はん]","ごうとうはん","178","37921","","robber"
"諦める","諦[あきら]める","あきらめる","177","703","4","to give up,to abandon (hope, plans),to resign oneself (to)"
"そういや","そういや","そういや","177","2468","","which reminds me ...,come to think of it ...,now that you mention it ...,on that subject ...,so, if you say ..."
"チッ","チッ","チッ","177","1754","1","tsk,tut,shoot,darn,dang,chirp,tweet"
"離す","離[はな]す","はなす","176","935","2","to separate,to part,to divide,to keep apart"
"たとえ","たとえ","たとえ","176","986","0,2","even if,no matter (what),if,though,although,supposing,supposing that,-ever"
"そん","そん","そん","176","828","0","um ...,er ...,uh ...,part (as in ""part two""),that,the"
"いきなり","いきなり","いきなり","176","655","0","abruptly,suddenly,all of a sudden,without warning"
"騒ぎ","騒[さわ]ぎ","さわぎ","176","1929","1","uproar,disturbance"
"相談","相[そう]談[だん]","そうだん","175","861","0","consultation,discussion,discussing,asking (someone) for advice"
"お宝","お宝[たから]","おたから","175","7497","0","treasure,precious article,valuable possession,thing one treasures,picture of a treasure ship,money,cash"
"訳","訳[わけ]","わけ","175","1527","1,2","reason,cause,grounds,meaning,sense,(good) sense,reason,circumstances,case,(romantic) relationship,love affair"
"島","島[しま]","しま","175","2767","2","island,one's territory (of a sex worker, organized crime gang, etc.),one's turf"
"ば","ば","ば","174","2184","1","place,spot,space,field,discipline,sphere,realm,occasion,situation,scene (of a play, movie, etc.),session,field,table,area in which cards are laid out,round (east, south, etc.),field,field (in Gestalt psychology)"
"そしたら","そしたら","そしたら","174","869","","then,and (then),in that case,if so"
"ジョディ","ジョディ","ジョディ","174","71224","","Jodi,Jodie"
"かもしれん","かもしれん","かもしれん","174","1848","","may,might,perhaps,may be,possibly"
"元気","元[げん]気[き]","げんき","174","378","1","lively,full of spirit,energetic,vigorous,vital,spirited,healthy,well,fit,in good health"
"割れる","割[わ]れる","われる","174","2277","0","to break,to be smashed,to split,to crack,to fissure,to be torn,to be divided (opinion, vote, etc.),to split (e.g. of a party),to come to light,to become clear,to be identified,to be revealed,to become distorted (of sound),to clip,to be divisible (without a remainder),to drop below a minimum"
"鈴木","鈴木","","174","7719","0","Susuheki,Susugi,Suzuki"
"サイン","サイン","サイン","173","2397","1","autograph,signature,sign,signal,indication"
"十分","十[じゅう]分[ぶん]","じゅうぶん","173","609","3","enough,sufficient,plenty,adequate,satisfactory,sufficiently,fully,thoroughly,well,perfectly,division into ten"
"真ん中","真[ま]ん中[なか]","まんなか","173","2669","0","middle,centre,center,midpoint,heart"
"どうかした","どうかした","どうかした","173","1846","","is something wrong?,what's wrong?,what's the matter?,slightest,mere,trivial,some,chance,accidental,unexpected"
"そりゃあ","そりゃあ","そりゃあ","173","1702","0,1","very,extremely,that is"
"家族","家[か]族[ぞく]","かぞく","173","578","1","family"
"指示","指[し]示[じ]","しじ","173","1540","1","indication,denotation,designation,instructions,directions"
"ふ","ふ","ふ","173","981","1","two,2"
"反応","反[はん]応[のう]","はんのう","172","1093","0","reaction,response"
"ニュース","ニュース","ニュース","172","2316","1","news"
"こんなに","こんなに","こんなに","172","439","0,4","so,like this,in this way,this much,to this extent"
"直す","直[なお]す","なおす","172","1192","2","to repair,to mend,to fix,to correct (a mistake, bad habit, etc.),to put right,to restore,to straighten (e.g. a tie),to tidy up (one's hair, make-up, etc.),to revive (one's spirits),to change,to alter,to convert,to translate,to put back,to put away,to cure,to heal,to move up,to promote,to do over again,to redo"
"時には","時[とき]には","ときには","172","2448","2","at times,occasionally"
"格好","格[かっ]好[こう]","かっこう","171","998","0","shape,form,figure,posture,pose,appearance,state,situation,suitable,fit,reasonable,about"
"オメーラ","オメーラ","オメーラ","171","9725","","O'Meara"
"アホ","アホ","アホ","171","2327","2,1","fool,idiot,simpleton"
"踏む","踏[ふ]む","ふむ","170","1912","0","to step on,to tread on,to trample on,to set foot on (e.g. foreign soil),to stand on,to visit,to experience,to undergo,to follow (rules, principles, etc.),to go through (e.g. formalities),to complete,to estimate,to guess,to judge,to value,to appraise,to rhyme,to succeed to (e.g. the throne)"
"行う","行[おこな]う","おこなう","170","791","0","to perform,to do,to conduct oneself,to carry out"
"感じる","感[かん]じる","かんじる","170","425","0","to feel,to sense,to experience"
"つい","つい","つい","170","909","1","quite (near),just (now),unintentionally,subconsciously,by mistake,against one's better judgement (judgment)"
"屋","屋[や]","や","169","1011","1","shop,store,restaurant,someone who sells (something) or works as (something),someone with a (certain) personality trait,house,roof"
"しかない","しかない","しかない","169","508","","having nothing but ...,there is only ...,having only ...,having no more than ...,having no choice but to ...,all one can do is ...,there's nothing to do except ..."
"移動","移[い]動[どう]","いどう","169","1399","0","movement,transfer,migration,removal,travel,mobile,moving,traveling,travelling,roving"
"血痕","血[けっ]痕[こん]","けっこん","169","13952","0","bloodstain"
"握る","握[にぎ]る","にぎる","169","1346","0","to clasp,to grasp,to grip,to clutch,to hold (the answer),to have (e.g. the solution),to be the key,to be the reason,to seize (power),to hold (the reins),to dominate,to control,to make (nigirizushi, rice ball, etc.),to form (with one's hands),to press into shape,to mold,to mould"
"雪","雪[ゆき]","ゆき","169","2232","2","snow,snowfall"
"ねえねえ","ねえねえ","ねえねえ","169","2030","","hey,listen"
"泣く","泣[な]く","なく","169","462","0","to cry,to shed tears,to weep,to sob,to suffer (from),to be troubled (by),to face hardship,to accept (an unreasonable request, loss, etc.),to do reluctantly,to make sacrifices,to be not worth worth the name,to suffer (of a reputation),to be spoiled,to be put to shame,to lament,to bemoan,to bewail"
"月","月[つき]","つき","168","928","2","Moon,month,moonlight,(a) moon,natural satellite"
"空","空[から]","から","168","852","1,0","emptiness,being empty,not carrying anything,unburdened,empty-handed,dishonoured (bill, promise, etc.),false,no-show (reservation),put-on (cheeriness, courage, etc.),empty (compliments),insincere"
"楽しみ","楽[たの]しみ","たのしみ","168","664","3,4,0","anticipation,looking forward to,something to look forward to,enjoyment,pleasure,amusement,delight,joy,fun,diversion,hobby"
"ライター","ライター","ライター","168","8695","1","lighter"
"５時","５[ご]時[じ]","ごじ","168","6083","1","five o'clock"
"面","面[つら]","つら","168","1487","3","face,mug,surface,cheek meat,cheek,cheeks,surrounding area"
"やだ","やだ","やだ","167","912","","not a chance,not likely,no way,no,oh no,yuck,eew"
"メートル","メートル","メートル","167","2888","1","metre (unit of length),meter,meter,gauge"
"答える","答[こた]える","こたえる","167","708","3,2","to answer,to reply"
"暇","暇[ひま]","ひま","167","970","0,3","spare time,free time,leisure,time (it takes to do something),time required,time off,leave,vacation,holiday,dismissal,firing,severance,divorce,free,not busy,unoccupied,idle,slow (business),slack,dull,to be free,to be not busy,to be available,to be doing nothing"
"遅れる","遅[おく]れる","おくれる","167","917","0","to be late,to be delayed,to fall behind schedule,to be overdue,to fall behind (in a race, one's studies, etc.),to lag behind,to be behind (the times),to be bereaved of,to be preceded by (someone) in death,to be slow (of a clock or watch)"
"負ける","負[ま]ける","まける","166","539","0","to lose,to be defeated,to succumb,to give in,to surrender,to yield,to be inferior to,to break out in a rash due to (e.g. lacquer, shaving, etc.),to reduce the price,to give a discount,to throw in (something extra) for free"
"巻き込む","巻[ま]き込[こ]む","まきこむ","166","1177","3","to roll up,to enfold,to swallow up,to involve,to drag into"
"き","き","き","166","1347","1","did,(have) done"
"以前","以[い]前[ぜん]","いぜん","166","932","1","the past,before,previously,former times,before,prior to,ago"
"不思議","不[ふ]思[し]議[ぎ]","ふしぎ","166","813","0","wonderful,marvelous,strange,incredible,amazing,curious,miraculous,mysterious,strangely enough,oddly enough,for some reason,curiously"
"破片","破[は]片[へん]","はへん","166","7138","0","fragment,broken piece,splinter,chip,shard"
"停電","停[てい]電[でん]","ていでん","166","9861","0","power outage,electricity outage,blackout,failure of electricity supply"
"休む","休[やす]む","やすむ","165","705","2","to be absent,to take a day off,to rest,to have a break,to go to bed,to (lie down to) sleep,to turn in,to retire,to stop doing some ongoing activity for a time,to suspend business"
"続く","続[つづ]く","つづく","165","517","0","to continue,to last,to go on,to continue (without a break),to be unbroken,to occur again and again,to lead to,to connect to,to adjoin,to come after,to follow,to succeed,to rank next to,to hold out,to keep,to last"
"兄貴","兄[あに]貴[き]","あにき","165","2465","1","elder brother,older man,man older than oneself,one's senior"
"銀行","銀[ぎん]行[こう]","ぎんこう","165","4728","0","bank,banking institution"
"ほんで","ほんで","ほんで","165","11056","","and,thereupon,because of that"
"おっと","おっと","おっと","164","1395","1","uh-oh,oops,sorry"
"間違う","間[ま]違[ちが]う","まちがう","164","887","3","to be mistaken,to be incorrect,to be wrong,to make a mistake (in),to do incorrectly,to get wrong,to mistake (one thing with another),to confuse"
"じい","じい","じい","164","2930","1","grandfather,old man,kyogen mask used for the role of an old man"
"ずくめ","ずくめ","ずくめ","164","17023","","entirely,completely,all,nothing but"
"新聞","新[しん]聞[ぶん]","しんぶん","164","3161","0","newspaper"
"神","神[かみ]","かみ","164","750","1","thunder,god,deity,divinity,spirit,kami,incredible,fantastic,amazing,Emperor (of Japan)"
"でよ","でよ","でよ","164","1057","","please ...,would you ...,expresses a firm view or feeling"
"白鳥","白[はく]鳥[ちょう]","はくちょう","163","16095","0","swan (Cygnus spp.),white bird"
"つ","つ","つ","163","303","1","Tsu (city in Mie),harbour,harbor,port,ferry"
"死因","死[し]因[いん]","しいん","163","7664","0","cause of death"
"預かる","預[あず]かる","あずかる","163","1567","3","to look after,to take care of,to keep,to hold on to,to keep in custody,to be put in charge of,to be given responsibility for,to be entrusted with,to withhold (an announcement),to reserve (judgment),to leave undecided,to take upon oneself (to do),to settle (a matter) oneself"
"へん","へん","へん","163","3439","0,1","area,vicinity,region,side,edge,circumstances"
"うお","うお","うお","163","1226","0","fish"
"申し訳ありません","申[もう]し訳[わけ]ありません","もうしわけありません","163","1233","","thank you very much (for help, etc.),I'm sorry,(it's) inexcusable"
"そもそも","そもそも","そもそも","162","747","1","beginning,start,after all,anyway,actually,well, ...,... on earth (e.g. ""what on earth?""),... in the world (e.g. ""why in the world?""),in the first place,to begin with,from the start,originally,ab initio"
"引っ張る","引[ひ]っ張[ぱ]る","ひっぱる","162","1416","3","to pull,to draw,to pull tight,to string (lines),to run (cable),to stretch,to pull towards oneself (e.g. someone's sleeve),to drag,to haul,to tow,to lead (e.g. one's followers),to take someone somewhere (e.g. a suspect to the police),to tempt into joining,to strongly invite to join,to delay,to prolong,to lengthen the pronunciation (of a word),to quote,to cite,to reference,to pull the ball,to wear,to put on"
"スマホ","スマホ","スマホ","162","3582","0","smartphone,smart phone"
"少々","少[しょう]々[しょう]","しょうしょう","162","1686","1","just a minute,small quantity"
"狙い","狙[ねら]い","ねらい","161","1919","0","aim"
"とする","とする","とする","161","670","2","to feel (e.g. after sound symbolism or psychological experience word),to look,to feel like,to intend,to have the intention,to try to ...,to be about to do ...,to decide to ...,to take as,to treat as,to regard as,to use for,to suppose that (such) is the case,to assume,to decide that,to think that,to make into,to change into"
"魚","魚[さかな]","さかな","161","1865","0","fish"
"村","村[むら]","むら","161","2018","1","village"
"親","親[おや]","おや","161","684","2","parent,parents,mother and father,dealer,banker,founder,inventor,(pet) owner,key,parent (organization),main,ancestor,forefather"
"村長","村[そん]長[ちょう]","そんちょう","160","14957","0","village headman,village mayor"
"事情聴取","事[じ]情[じょう]聴[ちょう]取[しゅ]","じじょうちょうしゅ","160","10202","4","inquiry,enquiry,investigation,(police) interview,questioning (e.g. witness, suspect),hearing"
"上着","上[うわ]着[ぎ]","うわぎ","160","5564","0","coat,jacket,outerwear,top,upper-body garment"
"写る","写[うつ]る","うつる","160","4177","2","to be photographed,to be projected"
"そろう","そろう","そろう","160","2005","2","to be complete,to be all present,to make a full set,to be satisfied (of conditions),to be equal,to be uniform,to be even,to match,to agree,to gather,to assemble,to be collected"
"集める","集[あつ]める","あつめる","160","898","3","to collect,to assemble,to gather"
"真","真[しん]","しん","160","2688","0","truth,reality,genuineness,seriousness,truth,printed style writing,star performer"
"ったら","ったら","ったら","160","1621","1","if,when,after,when it comes to ...,as for ...,that ...,why don't you ...,why not ...,how about ...,what about ...,I tell you!,I said ...,I really mean ...,vocative particle"
"そう","そう","そう","159","586","0,1","appearing that,seeming that,looking like,having the appearance of"
"３時","３[さん]時[じ]","さんじ","159","6187","1","3 o'clock,afternoon snack (eaten around 3 o'clock),three ages of Buddhism (following the death of Gautama Buddha; age of the true law, age of the copied law, and age of the degeneration of the law),three ages of the dharma"
"通報","通[つう]報[ほう]","つうほう","159","3672","0","report,notification,tip,bulletin,message (in information and communication theory)"
"午前","午[ご]前[ぜん]","ごぜん","159","3613","1","morning,a.m."
"辺り","辺[あた]り","あたり","159","1881","0,3","(in the) neighbourhood,neighborhood,vicinity,nearby,surroundings,around,about,or thereabouts,for instance,say,such as"
"よし","よし","よし","159","422","1","reason,significance,cause,piece of information that one has heard,I hear that ...,it is said that ..."
"喜ぶ","喜[よろこ]ぶ","よろこぶ","158","548","3","to be delighted,to be glad,to be pleased,to rejoice,to congratulate,to welcome (a proposal, advice, etc.),to take kindly to,to do with pleasure,to do gladly,to be happy (to do)"
"６時","６[ろく]時[じ]","ろくじ","158","5934","2","six periods of a day (morning, midday, afternoon, evening, midnight, late night),six o'clock"
"閉める","閉[し]める","しめる","158","2022","2","to close,to shut"
"リビング","リビング","リビング","158","6822","1","living room,living,lifestyle"
"犯行時刻","犯[はん]行[こう]時[じ]刻[こく]","はんこうじこく","158","30190","","time of the crime"
"グラス","グラス","グラス","158","4961","1","glass (drinking vessel),glass (material),glasses (eyewear)"
"欲しい","欲[ほ]しい","ほしい","157","433","2","wanting (to have),desiring,wishing for,I want (you, them, etc.) to (do)"
"働く","働[はたら]く","はたらく","157","602","0","to work,to labor,to labour,to function,to operate,to be effective,to work (i.e. ... works),to come into play,to commit (e.g. a crime),to perpetrate,to do,to act,to practise,to practice,to be conjugated"
"時の","時[とき]の","ときの","157","2880","0,2","of the hour,in vogue,sought after,of the time,at the time"
"返り血","返[かえ]り血[ち]","かえりち","157","17141","3,0","spurt of blood (from one's victim)"
"ごまかす","ごまかす","ごまかす","157","2250","3","to embezzle,to pocket,to evade (a question, taxes, etc.),to dodge,to gloss over (a mistake, fault, etc.),to smooth over,to get one's way out of (a difficult situation),to explain away,to falsify,to misrepresent,to lie about,to tamper with,to fiddle,to doctor,to cook,to deceive,to cheat,to swindle"
"転落","転[てん]落[らく]","てんらく","157","9369","0","fall,tumble,spill,plunge,dive,fall (in position, standing, etc.),downfall,descent,degradation,comedown,demotion"
"２時","２[に]時[じ]","にじ","156","6720","1","two o'clock"
"迎える","迎[むか]える","むかえる","156","872","0","to go out to meet,to receive,to welcome,to greet,to salute,to hail,to call for,to summon,to invite,to accept (e.g. as a member of a group or family),to take (e.g. a wife),to reach (a certain time, a point in one's life, etc.),to enter (a new phase, new era, etc.),to approach (e.g. death)"
"大好き","大[だい]好[す]き","だいすき","156","727","1","liking very much,loving (something or someone),adoring,being very fond of"
"タオル","タオル","タオル","156","3849","1","towel"
"氷","氷[こおり]","こおり","156","2836","0","ice,shaved ice (usually served with flavored simple syrup)"
"警視庁","警[けい]視[し]庁[ちょう]","けいしちょう","156","8734","3","Metropolitan Police Department"
"さえ","さえ","さえ","156","639","2","besides,on top of that,what's more,(if) only,just,as long as,even"
"度","度[たび]","たび","156","492","0","time (three times, each time, etc.),times"
"幽霊","幽[ゆう]霊[れい]","ゆうれい","156","3569","1","ghost,specter,spectre,apparition,phantom"
"男の人","男[おとこ]の人[ひと]","おとこのひと","155","2804","6","man"
"号室","号[ごう]室[しつ]","ごうしつ","155","7889","","suffix for room numbers,suffix for apartment numbers"
"証人","証[しょう]人[にん]","しょうにん","155","7784","0","witness"
"見事","見[み]事[ごと]","みごと","155","1469","1","splendid,magnificent,excellent,fine,superb,beautiful,admirable,utter (esp. defeat),total,complete,something worth seeing,sight,spectacle"
"姉","姉[あね]","あね","155","1841","0","older sister,elder sister"
"それと","それと","それと","155","1260","","and then,in addition to that,also,even so"
"たまに","たまに","たまに","155","822","","occasionally,once in a while,now and then"
"近い","近[ちか]い","ちかい","155","717","2","near,close,short (distance),close (in time),soon,close (relationship),friendly,intimate,closely related,similar,almost the same,close to,nearly"
"風呂場","風[ふ]呂[ろ]場[ば]","ふろば","155","8407","3","bathroom"
"や","や","や","155","1096","2","disliking,not wanting,unwilling (to do),reluctant,unpleasant,disagreeable,nasty,horrible,disgusting,undesirable,unwelcome,no!,quit it!,stop!"
"ムダ","ムダ","ムダ","154","4029","0","futility,waste,uselessness,pointlessness,idleness"
"わしら","わしら","わしら","154","5198","2","we,us"
"事情","事[じ]情[じょう]","じじょう","154","1014","0","circumstances,conditions,situation,reasons,state of affairs"
"大会","大[たい]会[かい]","たいかい","154","2637","0","mass meeting,convention,rally,conference,assembly,gathering,tournament,competition,contest,meet,grand event"
"毒物","毒[どく]物[ぶつ]","どくぶつ","154","18911","2,0","poisonous substance,toxic substance,poison"
"勘違い","勘[かん]違[ちが]い","かんちがい","154","1264","3","misunderstanding,mistaken idea,wrong guess"
"恋","恋[こい]","こい","154","1262","1","(romantic) love"
"耳","耳[みみ]","みみ","153","959","2","ear,hearing,ear (for music, etc.),edge,crust,heel (of bread or cheese),selvedge (of woven fabric),selvage,ear (of a pot, jug, etc.),handle"
"思い","思[おも]い","おもい","153","589","2","thought,imagination,mind,heart,desire,wish,hope,expectation,love,affection,feelings,emotion,sentiment,experience"
"動かす","動[うご]かす","うごかす","153","1242","3","to move,to shift,to stir,to budge,to change position,to inspire,to rouse,to move (e.g. feeling),to influence,to change,to alter,to deny,to operate,to set in motion,to get going,to mobilize (e.g. troops),to mobilise,to deploy,to manage (e.g. funds)"
"そうね","そうね","そうね","153","1267","1","Oh well,yeah,good,OK"
"防犯カメラ","防[ぼう]犯[はん]カメラ","ぼうはんカメラ","153","10971","","security camera"
"ひ","ひ","ひ","152","1100","1","sun,sunshine,sunlight"
"天井","天[てん]井[じょう]","てんじょう","152","3527","0","ceiling,ceiling price,(price) ceiling"
"薫","薫[かおり]","かおり","152","17347","0","aroma,fragrance,scent,smell"
"断る","断[ことわ]る","ことわる","152","900","3","to refuse,to reject,to dismiss,to turn down,to decline,to inform,to give notice,to tell in advance,to ask leave,to excuse oneself (from)"
"背中","背[せ]中[なか]","せなか","152","1104","0","back (of the body)"
"銃","銃[じゅう]","じゅう","151","3015","1","gun,rifle,small arms"
"１回","１[いっ]回[かい]","いっかい","151","1512","0,3","once,one time,one round,one game,one bout,one heat,one inning"
"こっちゃ","こっちゃ","こっちゃ","151","5220","","(it is a ...) thing,matter,fact,(as for (that)) thing,(given (that)) thing,matter,fact"
"あいつら","あいつら","あいつら","151","1097","1","they,those guys,those fellows"
"意外","意[い]外[がい]","いがい","151","818","0,1","unexpected,surprising"
"見張る","見[み]張[は]る","みはる","151","2667","0","to stand watch,to stand guard,to look out,to open (one's eyes) wide"
"最中","最[さい]中[ちゅう]","さいちゅう","151","2854","1","(in) the middle of,(in) the midst of,(in) the course of,(at) the height of"
"殺人犯","殺[さつ]人[じん]犯[はん]","さつじんはん","150","10013","3","murderer"
"温泉","温[おん]泉[せん]","おんせん","150","3720","0","onsen,hot spring resort,hot spring spa,hot spring"
"器","器[うつわ]","うつわ","150","2478","0","bowl,vessel,container,ability,capacity,calibre,caliber"
"侵入","侵[しん]入[にゅう]","しんにゅう","150","2824","0","invasion,incursion,raid,aggression,intrusion,trespass,penetration,hacking"
"曲","曲[きょく]","きょく","150","2288","0,1,2","composition,piece of music,song,track (on a record),tune,melody,air,enjoyment,fun,interest,pleasure"
"埋める","埋[うず]める","うずめる","150","2044","0","to cover,to bury (e.g. one's face in hands),to submerge,to fill (completely),to stuff,to pack,to cram,to fill up"
"勝つ","勝[か]つ","かつ","150","587","1","to win,to gain victory"
"と共に","と共[とも]に","とともに","149","1941","","together with,as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)"
"サッカー","サッカー","サッカー","149","5567","1","soccer,(association) football"
"勝手","勝[かっ]手[て]","かって","149","848","0","one's own convenience,one's way,selfishness,surroundings,environment,way of doing things,convenience,ease of use,financial circumstances,living,livelihood,kitchen,right hand (in archery),hand that pulls the bowstring,unauthorised (e.g. phone app, WWW site),unofficial"
"不審","不[ふ]審[しん]","ふしん","149","4449","0","doubt,suspicion,question,strangeness"
"プール","プール","プール","148","4600","1","(swimming) pool,pool (cue sport),pooling (money, resources, etc.),pool (price ring)"
"ロック","ロック","ロック","148","3554","1","lock"
"皿","皿[さら]","さら","148","4255","0","plate,dish,platter,disc,serving,helping,course,kanji radical 108 (at the bottom)"
"届ける","届[とど]ける","とどける","148","1411","3","to deliver,to forward,to send,to report,to notify,to file notice (to the authorities),to give notice,to register"
"教授","教[きょう]授[じゅ]","きょうじゅ","148","4685","0,1","professor,teaching,instruction"
"例えば","例[たと]えば","たとえば","148","1148","2","for example,for instance,e.g."
"銃声","銃[じゅう]声[せい]","じゅうせい","148","6626","0","sound of a gunshot,report of a gun"
"あんまり","あんまり","あんまり","148","621","1,3,0","remainder,remnant,rest,balance,surplus,remains (of a meal),leftovers,(not) very,(not) much,too much,excessively,overly,extreme,great,severe,tremendous,terrible,not very good,so-so,mediocre,more than,over"
"報告","報[ほう]告[こく]","ほうこく","148","1001","0","report,information"
"それじゃ","それじゃ","それじゃ","147","920","3,0","that way (would mean ...),if that is the case,in that case,well, ...,right, ...,now, ...,so,then,bye then"
"近所","近[きん]所[じょ]","きんじょ","147","2372","1","neighbourhood,neighborhood,vicinity"
"花火","花[はな]火[び]","はなび","147","3702","1","fireworks"
"記憶","記[き]憶[おく]","きおく","147","929","0","memory,recollection,remembrance,memory,storage"
"誘う","誘[さそ]う","さそう","147","971","3","to invite,to ask (someone to do),to call (for),to take (someone) along,to tempt,to lure,to entice,to seduce,to induce (tears, laughter, sleepiness, etc.),to arouse (e.g. sympathy),to provoke"
"あまり","あまり","あまり","147","646","1,3,0","remainder,remnant,rest,balance,surplus,remains (of a meal),leftovers,(not) very,(not) much,too much,excessively,overly,extreme,great,severe,tremendous,terrible,not very good,so-so,mediocre,more than,over"
"うるさい","うるさい","うるさい","146","648","0","noisy,loud,annoying,troublesome,tiresome,persistent,importunate,fussy,finicky,picky,particular,nagging,fastidious,bossy,shut up,be quiet"
"ぶつかる","ぶつかる","ぶつかる","146","1767","0","to tackle head-on (a difficulty),to confront boldly,to clash (of opinions, people, etc.),to conflict,to be at odds (with),to encounter,to meet with,to come upon,to face,to run up against,to be confronted with,to bump into,to run into,to collide with,to hit,to strike,to clash (of events),to fall (on),to occur at the same time (as)"
"味","味[あじ]","あじ","146","1050","0","flavor,flavour,taste,charm,appeal,uniqueness,attractiveness,experience,taste (e.g. of victory),smart,clever,witty,strange"
"光る","光[ひか]る","ひかる","146","2271","2","to shine,to glitter,to be bright"
"先ほど","先[さき]ほど","さきほど","146","1565","0","a short while ago,a moment ago,just now,some time ago"
"センチ","センチ","センチ","146","4197","1","centimeter,centimetre,centi-,10^-2,sentimental"
"息","息[いき]","いき","146","1025","1","breath,breathing,concord,harmony,rapport,steam (coming off hot food, tea, etc.),(water) vapor,vapour"
"すげえ","すげえ","すげえ","146","1479","2","incredible,unbelievable,terrific,impressive"
"これ以上","これ以[い]上[じょう]","これいじょう","146","604","","any more,anymore,any further,any better,any longer"
"なぜか","なぜか","なぜか","146","1608","1","somehow,for some reason,without knowing why"
"余計","余[よ]計[けい]","よけい","146","832","0","extra,more,too much,too many,excessive,superfluous,spare,surplus,unnecessary,needless,uncalled-for,unwanted,uninvited,all the more,even more"
"ホームズ","ホームズ","ホームズ","146","31446","","homes"
"号","号[ごう]","ごう","146","1887","1","number,edition,make,model,issue,part of that group,sobriquet,pen-name,size (of printing types, canvases, knitting needles, etc.),suffix attached to names of ships, trains, airplanes, etc."
"だます","だます","だます","145","1731","2","to trick,to cheat,to deceive,to swindle,to dupe,to coax,to wheedle,to soothe,to calm"
"騒ぐ","騒[さわ]ぐ","さわぐ","145","1304","2","to make noise,to make racket,to be noisy,to rustle,to swoosh,to make merry,to clamor,to clamour,to make a fuss,to kick up a fuss,to lose one's cool,to panic,to act flustered,to feel tense,to be uneasy,to be excited"
